Date,Campaign,Marketing Channel,Impressions,Clicks,CTR,Landing Page Visits,Leads,Qualified Leads,Customers,Conversion Rate,Revenue,Cost,ROI,Country,Device,Age Group,Gender,Campaign Type
2025-03-02,Holiday Gift Guide,Affiliate,21441,1133,5.2843,925,154,67,15,0.07,1006.31,520.84,93.21,India,Desktop,25-34,Male,Conversion
2025-03-02,Holiday Gift Guide,TikTok Ads,17943,766,4.2691,595,144,82,22,0.1226,1302.65,574.73,126.65,India,Mobile,35-44,Male,Consideration
2025-03-02,Cart Abandonment Recovery,Instagram Ads,26232,925,3.5262,781,232,139,53,0.202,8092.88,583.11,1287.88,India,Mobile,18-24,Female,Loyalty
2025-03-02,Festive Mega Offer,Google Ads,26820,1429,5.3281,1207,407,262,88,0.3281,10124.0,1077.63,839.47,India,Tablet,25-34,Male,Conversion
2025-03-02,Anniversary Sale,Referral,21403,1499,7.0037,1359,627,515,230,1.0746,61023.88,147.04,41401.55,Brazil,Desktop,25-34,Female,Loyalty
2025-03-02,Flash Weekend Deal,Organic Search,25048,1177,4.699,1165,505,246,127,0.507,25020.35,33.71,74122.34,South Africa,Mobile,25-34,Male,Loyalty
2025-03-03,Clearance Blowout,Affiliate,8411,368,4.3752,350,65,34,8,0.0951,1419.67,246.52,475.88,South Africa,Desktop,45-54,Male,Retargeting
2025-03-03,Product Launch Q1,Referral,19016,1221,6.4209,1142,545,369,190,0.9992,25434.72,147.55,17138.03,Australia,Mobile,25-34,Male,Awareness
2025-03-03,New Year Kickoff,TikTok Ads,12073,731,6.0548,597,123,40,8,0.0663,757.77,287.18,163.87,India,Mobile,35-44,Female,Awareness
2025-03-03,Holiday Gift Guide,TikTok Ads,17318,816,4.7119,598,129,58,16,0.0924,1166.67,407.05,186.62,Australia,Mobile,45-54,Male,Consideration
2025-03-04,Summer Sale Blast,YouTube Ads,26426,948,3.5874,775,167,81,18,0.0681,2370.67,452.48,423.93,United Kingdom,Mobile,25-34,Male,Conversion
2025-03-04,Customer Win-Back,LinkedIn Ads,6397,146,2.2823,120,42,28,10,0.1563,4752.74,518.03,817.46,India,Mobile,18-24,Other,Consideration
2025-03-04,Anniversary Sale,Referral,18602,1107,5.951,994,529,371,152,0.8171,23448.21,103.85,22478.92,UAE,Desktop,45-54,Female,Consideration
2025-03-04,Brand Awareness Drive,Instagram Ads,19338,851,4.4007,744,151,73,19,0.0983,2657.49,516.73,414.29,India,Mobile,25-34,Female,Loyalty
2025-03-05,Clearance Blowout,Email Marketing,20905,1413,6.7591,1234,542,304,145,0.6936,29547.01,184.8,15888.64,United States,Mobile,45-54,Female,Retargeting
2025-03-07,Festive Mega Offer,Facebook Ads,17620,611,3.4677,531,203,93,28,0.1589,3206.85,316.45,913.38,Germany,Mobile,35-44,Male,Awareness
2025-03-07,Back to School,Instagram Ads,11137,606,5.4413,470,111,54,22,0.1975,3828.69,517.86,639.33,India,Mobile,25-34,Male,Conversion
2025-03-08,Festive Mega Offer,Google Ads,16574,1146,6.9144,1134,358,214,68,0.4103,15007.82,1499.83,900.63,South Africa,Desktop,55+,Male,Retargeting
2025-03-08,Customer Win-Back,Email Marketing,8523,698,8.1896,689,190,128,51,0.5984,7621.31,177.67,4189.59,United Kingdom,Desktop,55+,Female,Loyalty
2025-03-08,Holiday Gift Guide,Email Marketing,22915,2015,8.7934,1896,810,474,223,0.9732,36148.11,197.72,18182.48,United States,Mobile,18-24,Other,Retargeting
2025-03-09,Influencer Collab,Affiliate,6895,271,3.9304,268,60,31,12,0.174,1238.84,330.9,274.39,India,Mobile,18-24,Female,Retargeting
2025-03-09,Loyalty Rewards Push,Facebook Ads,14560,735,5.0481,655,212,123,34,0.2335,4327.7,479.91,801.77,United States,Mobile,18-24,Male,Conversion
2025-03-09,Brand Awareness Drive,YouTube Ads,13653,521,3.816,446,134,76,22,0.1611,4101.65,688.75,495.52,Australia,Desktop,25-34,Female,Consideration
2025-03-10,Anniversary Sale,TikTok Ads,18879,1083,5.7365,842,130,54,7,0.0371,827.92,627.18,32.01,India,Desktop,45-54,Female,Retargeting
2025-03-10,Loyalty Rewards Push,Referral,18593,1087,5.8463,989,454,248,79,0.4249,22736.81,136.61,16543.59,Canada,Mobile,35-44,Female,Consideration
2025-03-10,Product Launch Q1,Email Marketing,24700,1916,7.7571,1810,686,422,195,0.7895,27656.87,183.09,15005.61,Brazil,Mobile,25-34,Female,Conversion
2025-03-10,Flash Weekend Deal,Email Marketing,18992,1273,6.7028,1260,718,414,185,0.9741,13345.03,141.68,9319.13,India,Mobile,35-44,Female,Awareness
2025-03-11,Festive Mega Offer,Organic Search,22897,1199,5.2365,1132,537,303,117,0.511,8208.76,134.16,6018.63,United States,Tablet,25-34,Male,Awareness
2025-03-11,Anniversary Sale,Referral,17735,957,5.3961,927,408,303,147,0.8289,26617.94,115.86,22874.23,India,Desktop,18-24,Female,Loyalty
2025-03-11,App Install Campaign,TikTok Ads,10975,631,5.7494,454,81,34,10,0.0911,882.74,429.06,105.74,Australia,Mobile,18-24,Female,Retargeting
2025-03-11,Product Launch Q1,Google Ads,11204,702,6.2656,637,231,118,40,0.357,5115.15,1226.98,316.89,Australia,Mobile,55+,Male,Consideration
2025-03-11,Influencer Collab,Instagram Ads,8186,320,3.9091,283,103,55,10,0.1222,1706.08,265.64,542.25,Australia,Desktop,45-54,Male,Retargeting
2025-03-11,Product Launch Q3,Instagram Ads,13961,558,3.9968,451,101,52,12,0.086,1394.29,326.36,327.22,India,Desktop,35-44,Female,Retargeting
2025-03-12,Holiday Gift Guide,Google Ads,21464,1095,5.1016,1053,388,241,112,0.5218,18273.48,1431.73,1176.32,Australia,Mobile,35-44,Female,Awareness
2025-03-12,Influencer Collab,Instagram Ads,22109,760,3.4375,668,231,110,13,0.0588,1841.0,536.27,243.3,Australia,Mobile,25-34,Female,Consideration
2025-03-12,Brand Awareness Drive,YouTube Ads,17220,535,3.1069,426,71,36,14,0.0813,1085.01,568.26,90.94,India,Desktop,55+,Male,Retargeting
2025-03-12,Influencer Collab,YouTube Ads,26682,948,3.553,798,89,42,10,0.0375,621.57,1095.87,-43.28,India,Desktop,25-34,Male,Awareness
2025-03-12,Referral Bonanza,Referral,21297,1330,6.245,1236,493,375,180,0.8452,20729.5,26.31,78689.43,Canada,Tablet,45-54,Female,Awareness
2025-03-12,Customer Win-Back,Email Marketing,11245,873,7.7635,769,245,166,56,0.498,5073.01,124.35,3979.62,India,Mobile,45-54,Male,Consideration
2025-03-12,Flash Weekend Deal,Referral,21485,1978,9.2064,1958,906,656,363,1.6896,69136.93,129.44,53312.34,Australia,Mobile,45-54,Male,Consideration
2025-03-13,Referral Bonanza,Facebook Ads,24740,1226,4.9555,1066,395,230,97,0.3921,10701.76,931.21,1049.23,Germany,Desktop,25-34,Other,Loyalty
2025-03-13,Lead Gen Webinar,LinkedIn Ads,13295,230,1.73,205,73,43,19,0.1429,2901.58,474.92,510.96,South Africa,Mobile,35-44,Female,Awareness
2025-03-13,Product Launch Q1,Google Ads,23409,1682,7.1853,1516,686,427,206,0.88,38696.25,1851.0,1990.56,India,Mobile,55+,Male,Retargeting
2025-03-13,Loyalty Rewards Push,Organic Search,19239,1175,6.1074,1152,340,198,119,0.6185,26888.26,68.81,38976.09,United Kingdom,Desktop,18-24,Male,Awareness
2025-03-13,Influencer Collab,Referral,24138,1571,6.5084,1543,560,399,160,0.6629,25068.32,63.57,39334.2,India,Desktop,18-24,Female,Retargeting
2025-03-13,Mid-Season Sale,Instagram Ads,17337,749,4.3202,638,153,77,27,0.1557,2688.01,447.16,501.13,Canada,Desktop,35-44,Male,Awareness
2025-03-13,Lead Gen Webinar,Referral,15977,1138,7.1227,1086,518,363,150,0.9388,20963.88,86.79,24054.72,United States,Mobile,55+,Male,Retargeting
2025-03-14,Summer Sale Blast,Organic Search,10913,555,5.0857,525,210,138,43,0.394,5320.73,50.84,10365.64,United States,Mobile,25-34,Female,Conversion
2025-03-14,Brand Awareness Drive,Instagram Ads,23482,685,2.9171,616,169,103,19,0.0809,2329.33,388.28,499.91,India,Mobile,35-44,Male,Retargeting
2025-03-14,Customer Win-Back,YouTube Ads,3690,98,2.6558,69,16,7,2,0.0542,335.76,185.18,81.32,South Africa,Tablet,35-44,Male,Conversion
2025-03-14,Lead Gen Webinar,Organic Search,11619,568,4.8885,549,158,100,29,0.2496,2028.18,55.69,3541.91,UAE,Mobile,35-44,Male,Awareness
2025-03-14,Holiday Gift Guide,YouTube Ads,12056,364,3.0192,293,55,19,5,0.0415,701.62,299.85,133.99,United States,Desktop,35-44,Female,Conversion
2025-03-14,Loyalty Rewards Push,TikTok Ads,17135,839,4.8964,676,161,47,12,0.07,1355.11,274.57,393.54,United States,Mobile,45-54,Male,Conversion
2025-03-15,Mid-Season Sale,Facebook Ads,15043,628,4.1747,565,107,68,20,0.133,1997.56,365.5,446.53,Germany,Desktop,35-44,Female,Conversion
2025-03-15,Free Trial Signup,Instagram Ads,16525,774,4.6838,619,126,51,20,0.121,2851.97,398.01,616.56,India,Mobile,45-54,Male,Retargeting
2025-03-16,Influencer Collab,TikTok Ads,24729,1272,5.1438,1112,291,156,60,0.2426,3202.41,507.62,530.87,United States,Mobile,45-54,Male,Loyalty
2025-03-16,Festive Mega Offer,Referral,24490,1470,6.0024,1281,691,507,244,0.9963,26338.63,119.71,21902.03,South Africa,Mobile,25-34,Female,Conversion
2025-03-17,Anniversary Sale,YouTube Ads,15383,471,3.0618,420,62,29,8,0.052,1144.58,370.01,209.34,United States,Mobile,18-24,Male,Consideration
2025-03-17,Flash Weekend Deal,Organic Search,16486,993,6.0233,898,347,207,63,0.3821,6348.51,140.44,4420.44,United States,Tablet,35-44,Male,Awareness
2025-03-17,Customer Win-Back,Referral,12398,975,7.8642,860,429,308,118,0.9518,27063.06,27.8,97249.14,United States,Mobile,45-54,Female,Awareness
2025-03-18,Cart Abandonment Recovery,Google Ads,24856,1567,6.3043,1413,421,298,116,0.4667,10271.32,1330.32,672.09,Australia,Mobile,18-24,Female,Retargeting
2025-03-18,Flash Weekend Deal,TikTok Ads,12288,621,5.0537,492,61,28,6,0.0488,774.93,422.28,83.51,United Kingdom,Desktop,18-24,Female,Awareness
2025-03-18,Influencer Collab,YouTube Ads,24606,1127,4.5802,835,143,99,31,0.126,2611.24,1271.09,105.43,United Kingdom,Tablet,55+,Female,Retargeting
2025-03-18,Product Launch Q3,Google Ads,12353,846,6.8485,764,373,227,82,0.6638,21311.94,639.55,3232.33,United States,Mobile,18-24,Female,Conversion
2025-03-19,Product Launch Q1,Email Marketing,18121,1347,7.4334,1325,367,227,96,0.5298,7386.87,112.68,6455.62,India,Mobile,18-24,Male,Conversion
2025-03-19,Product Launch Q3,Affiliate,8859,310,3.4993,265,79,51,10,0.1129,1427.2,226.08,531.28,United Kingdom,Desktop,25-34,Female,Awareness
2025-03-19,Referral Bonanza,Organic Search,28178,1279,4.539,1143,414,307,96,0.3407,7189.19,141.01,4998.35,United States,Tablet,55+,Male,Loyalty
2025-03-19,Anniversary Sale,LinkedIn Ads,20552,450,2.1896,409,145,96,43,0.2092,17967.02,1315.09,1266.22,India,Mobile,45-54,Female,Conversion
2025-03-19,Loyalty Rewards Push,LinkedIn Ads,32334,1155,3.5721,1095,393,267,129,0.399,34764.71,3186.24,991.09,India,Desktop,18-24,Male,Retargeting
2025-03-19,App Install Campaign,Affiliate,14449,572,3.9588,530,109,44,15,0.1038,2390.6,396.56,502.83,India,Mobile,18-24,Female,Conversion
2025-03-20,Flash Weekend Deal,Email Marketing,23382,1437,6.1458,1270,543,323,128,0.5474,23446.11,199.68,11641.84,Singapore,Desktop,25-34,Female,Consideration
2025-03-20,Festive Mega Offer,Affiliate,8548,269,3.1469,222,42,21,6,0.0702,1071.27,204.15,424.75,India,Mobile,25-34,Male,Loyalty
2025-03-20,Lead Gen Webinar,Facebook Ads,13595,682,5.0166,586,181,85,20,0.1471,1258.56,642.92,95.76,Germany,Mobile,25-34,Male,Conversion
2025-03-20,Clearance Blowout,Organic Search,27502,1587,5.7705,1482,460,341,150,0.5454,16109.91,63.61,25226.07,Germany,Mobile,45-54,Female,Consideration
2025-03-21,Summer Sale Blast,Affiliate,28433,1109,3.9004,1044,332,185,62,0.2181,5417.14,674.96,702.59,United States,Desktop,18-24,Male,Consideration
2025-03-21,Mid-Season Sale,Facebook Ads,23006,1102,4.7901,906,288,192,68,0.2956,6863.42,795.51,762.77,India,Mobile,45-54,Female,Awareness
2025-03-21,Cart Abandonment Recovery,LinkedIn Ads,23059,558,2.4199,463,111,85,32,0.1388,11392.69,1665.66,583.97,Canada,Desktop,18-24,Female,Conversion
2025-03-22,Holiday Gift Guide,Google Ads,25419,1477,5.8106,1399,440,248,106,0.417,10581.04,2092.22,405.73,India,Desktop,25-34,Female,Loyalty
2025-03-22,Clearance Blowout,Organic Search,20325,788,3.877,780,245,162,66,0.3247,10058.56,130.64,7599.45,India,Desktop,35-44,Male,Consideration
2025-03-22,Referral Bonanza,Affiliate,33902,1357,4.0027,1147,400,144,42,0.1239,6317.28,836.92,654.82,Germany,Desktop,35-44,Female,Awareness
2025-03-22,Lead Gen Webinar,YouTube Ads,19094,649,3.399,563,188,86,14,0.0733,2024.06,439.1,360.96,United States,Mobile,35-44,Male,Conversion
2025-03-22,Back to School,YouTube Ads,18888,574,3.039,491,116,39,14,0.0741,857.25,418.59,104.79,Canada,Desktop,45-54,Female,Consideration
2025-03-23,Flash Weekend Deal,Google Ads,23150,1635,7.0626,1565,557,386,125,0.54,16219.87,2329.75,596.21,United Kingdom,Desktop,18-24,Female,Awareness
2025-03-24,New Year Kickoff,Referral,25075,1773,7.0708,1755,974,662,382,1.5234,41822.64,118.17,35291.93,India,Desktop,35-44,Female,Consideration
2025-03-24,Mid-Season Sale,Referral,25212,1739,6.8975,1645,535,422,237,0.94,28026.74,138.59,20122.77,United States,Desktop,35-44,Male,Conversion
2025-03-24,Free Trial Signup,Google Ads,19777,985,4.9805,877,326,140,40,0.2023,4833.51,1593.8,203.27,India,Mobile,55+,Female,Conversion
2025-03-25,Clearance Blowout,Email Marketing,29965,2356,7.8625,2188,1114,644,335,1.118,74344.88,201.3,36832.38,United Kingdom,Mobile,25-34,Male,Awareness
2025-03-25,Cart Abandonment Recovery,Facebook Ads,31918,1198,3.7534,1085,379,137,37,0.1159,4445.68,963.69,361.32,India,Mobile,18-24,Female,Conversion
2025-03-25,Brand Awareness Drive,Affiliate,21665,1138,5.2527,1050,215,108,33,0.1523,5220.74,535.77,874.44,India,Mobile,35-44,Male,Awareness
2025-03-26,Mid-Season Sale,YouTube Ads,17063,435,2.5494,369,47,24,9,0.0527,1041.79,456.17,128.38,United Kingdom,Tablet,25-34,Female,Conversion
2025-03-26,Brand Awareness Drive,Email Marketing,25828,2197,8.5063,1958,920,499,277,1.0725,52730.54,199.42,26341.95,India,Mobile,25-34,Female,Awareness
2025-03-27,Influencer Collab,LinkedIn Ads,27651,729,2.6364,682,302,206,105,0.3797,35755.37,962.02,3616.7,Germany,Tablet,45-54,Male,Awareness
2025-03-27,Referral Bonanza,YouTube Ads,19470,727,3.7339,581,166,74,17,0.0873,2391.45,544.52,339.18,India,Mobile,25-34,Female,Consideration
2025-03-27,Lead Gen Webinar,Referral,18807,1017,5.4076,943,391,317,148,0.7869,23396.91,43.5,53686.0,United States,Tablet,35-44,Male,Consideration
2025-03-27,Influencer Collab,Email Marketing,19247,1716,8.9157,1597,582,365,143,0.743,16152.43,197.1,8095.04,India,Mobile,55+,Male,Retargeting
2025-03-28,Holiday Gift Guide,Organic Search,20153,1051,5.2151,924,328,175,91,0.4515,13683.57,83.21,16344.62,United States,Desktop,25-34,Female,Awareness
2025-03-28,Anniversary Sale,Organic Search,14244,604,4.2404,571,232,141,38,0.2668,5574.48,35.05,15804.37,United States,Mobile,18-24,Female,Conversion
2025-03-28,Product Launch Q3,Instagram Ads,23573,1012,4.293,916,286,153,56,0.2376,9031.41,502.2,1698.37,South Africa,Tablet,35-44,Female,Awareness
2025-03-28,Summer Sale Blast,TikTok Ads,22695,1427,6.2877,1292,129,52,11,0.0485,500.32,452.09,10.67,Australia,Desktop,25-34,Female,Consideration
2025-03-28,Influencer Collab,Email Marketing,22685,1699,7.4895,1610,731,468,178,0.7847,34925.67,172.4,20158.51,United Kingdom,Desktop,35-44,Female,Awareness
2025-03-29,Mid-Season Sale,Email Marketing,30076,1721,5.7222,1560,555,346,140,0.4655,29986.51,181.94,16381.54,United States,Mobile,18-24,Female,Conversion
2025-03-30,Mid-Season Sale,Google Ads,19424,1189,6.1213,1047,416,304,136,0.7002,20627.19,1181.62,1645.67,India,Mobile,18-24,Male,Consideration
2025-03-30,Clearance Blowout,Email Marketing,19960,1615,8.0912,1556,714,453,125,0.6263,21849.71,206.45,10483.54,India,Mobile,55+,Female,Conversion
2025-03-30,Loyalty Rewards Push,Referral,41936,3461,8.2531,3256,1637,1013,378,0.9014,52805.39,66.38,79450.15,Singapore,Mobile,35-44,Male,Awareness
2025-03-30,Summer Sale Blast,TikTok Ads,40288,2210,5.4855,1626,462,166,35,0.0869,3547.17,645.19,449.79,United States,Mobile,25-34,Male,Conversion
2025-03-31,New Year Kickoff,LinkedIn Ads,20607,513,2.4894,464,123,80,24,0.1165,8922.94,898.95,892.6,Canada,Desktop,25-34,Female,Awareness
2025-03-31,Free Trial Signup,TikTok Ads,5981,278,4.6481,195,11,4,0,0.0,0.0,180.26,-100.0,United States,Mobile,18-24,Male,Awareness
2025-03-31,Referral Bonanza,YouTube Ads,22857,532,2.3275,431,83,37,11,0.0481,1679.53,526.86,218.78,United States,Desktop,25-34,Male,Conversion
2025-03-31,Influencer Collab,Email Marketing,18956,1127,5.9453,1021,477,252,74,0.3904,15352.99,72.36,21117.51,United States,Mobile,45-54,Male,Loyalty
2025-04-01,Brand Awareness Drive,Affiliate,12603,531,4.2133,501,178,104,31,0.246,5543.59,311.66,1678.73,Canada,Mobile,55+,Female,Conversion
2025-04-01,Clearance Blowout,Organic Search,18845,890,4.7227,763,315,189,47,0.2494,5261.97,69.74,7445.12,Singapore,Desktop,25-34,Male,Awareness
2025-04-02,Referral Bonanza,TikTok Ads,14710,706,4.7995,546,87,42,8,0.0544,813.4,300.28,170.88,Australia,Desktop,35-44,Female,Consideration
2025-04-02,Flash Weekend Deal,LinkedIn Ads,23489,682,2.9035,559,245,179,91,0.3874,26008.85,1716.14,1415.54,India,Mobile,25-34,Male,Consideration
2025-04-03,Flash Weekend Deal,TikTok Ads,16644,947,5.6897,778,89,52,18,0.1081,2114.78,230.27,818.39,Canada,Mobile,25-34,Female,Loyalty
2025-04-03,Clearance Blowout,Organic Search,31831,1467,4.6087,1298,473,259,96,0.3016,17074.58,75.88,22402.08,India,Mobile,35-44,Male,Consideration
2025-04-03,Free Trial Signup,YouTube Ads,23543,673,2.8586,555,137,54,11,0.0467,1592.48,759.51,109.67,United States,Tablet,18-24,Male,Retargeting
2025-04-04,Influencer Collab,Instagram Ads,7803,216,2.7682,178,51,22,9,0.1153,786.92,249.78,215.05,Australia,Mobile,55+,Female,Conversion
2025-04-04,Cart Abandonment Recovery,Google Ads,21941,1742,7.9395,1591,569,421,224,1.0209,27518.69,2740.2,904.26,United States,Mobile,25-34,Male,Loyalty
2025-04-04,Free Trial Signup,Organic Search,12808,623,4.8641,569,143,71,19,0.1483,3144.66,115.62,2619.82,Australia,Mobile,25-34,Female,Consideration
2025-04-05,Brand Awareness Drive,Affiliate,18490,694,3.7534,630,114,67,17,0.0919,1681.04,384.11,337.65,United Kingdom,Mobile,35-44,Female,Retargeting
2025-04-06,Cart Abandonment Recovery,Referral,21822,1627,7.4558,1511,519,361,177,0.8111,34507.52,47.06,73226.65,United Kingdom,Desktop,25-34,Male,Awareness
2025-04-06,Lead Gen Webinar,Affiliate,21176,1008,4.7601,885,228,116,38,0.1794,6165.02,615.46,901.69,United States,Desktop,55+,Male,Consideration
2025-04-06,Anniversary Sale,Referral,16152,1079,6.6803,1047,434,277,133,0.8234,20653.52,101.86,20176.38,United States,Desktop,18-24,Other,Loyalty
2025-04-06,Mid-Season Sale,Email Marketing,28167,1886,6.6958,1773,722,440,184,0.6532,35800.69,148.91,23941.83,India,Desktop,35-44,Female,Consideration
2025-04-07,Influencer Collab,TikTok Ads,23623,1450,6.1381,1038,246,93,18,0.0762,989.67,800.56,23.62,India,Desktop,25-34,Male,Awareness
2025-04-07,Summer Sale Blast,Facebook Ads,23545,1006,4.2727,853,170,121,62,0.2633,11147.65,677.37,1545.73,UAE,Desktop,18-24,Other,Loyalty
2025-04-08,Influencer Collab,Facebook Ads,16353,799,4.886,671,189,137,47,0.2874,4581.97,661.32,592.85,India,Mobile,55+,Male,Consideration
2025-04-08,Lead Gen Webinar,Facebook Ads,14453,682,4.7187,568,175,113,29,0.2007,6167.63,518.51,1089.49,United States,Desktop,35-44,Male,Retargeting
2025-04-09,Festive Mega Offer,LinkedIn Ads,21672,568,2.6209,512,215,132,61,0.2815,19846.37,937.73,2016.43,India,Desktop,35-44,Male,Retargeting
2025-04-09,Flash Weekend Deal,TikTok Ads,19205,909,4.7331,736,149,70,11,0.0573,652.65,519.02,25.75,Germany,Desktop,18-24,Female,Awareness
2025-04-09,Mid-Season Sale,YouTube Ads,27491,1072,3.8995,861,206,123,25,0.0909,3558.11,519.94,584.33,United Kingdom,Mobile,35-44,Female,Loyalty
2025-04-10,Loyalty Rewards Push,Affiliate,20295,957,4.7154,783,201,117,44,0.2168,7400.86,681.58,985.84,India,Mobile,18-24,Female,Conversion
2025-04-10,Free Trial Signup,TikTok Ads,29503,1799,6.0977,1453,406,204,55,0.1864,4784.92,562.93,750.0,India,Desktop,18-24,Male,Loyalty
2025-04-10,App Install Campaign,Affiliate,18107,756,4.1752,626,143,74,31,0.1712,4036.61,393.67,925.38,Germany,Mobile,18-24,Male,Consideration
2025-04-10,Summer Sale Blast,Facebook Ads,20529,854,4.16,773,163,51,17,0.0828,3452.19,408.94,744.18,United States,Mobile,35-44,Male,Retargeting
2025-04-10,Summer Sale Blast,Facebook Ads,15389,555,3.6065,483,121,58,13,0.0845,1031.85,566.33,82.2,UAE,Mobile,35-44,Male,Conversion
2025-04-11,Referral Bonanza,LinkedIn Ads,16515,452,2.7369,388,123,90,45,0.2725,12127.0,1055.0,1049.48,United States,Mobile,45-54,Male,Retargeting
2025-04-11,Customer Win-Back,LinkedIn Ads,15477,498,3.2177,468,136,89,35,0.2261,17578.71,1377.2,1176.41,Brazil,Desktop,25-34,Male,Loyalty
2025-04-12,Summer Sale Blast,Organic Search,30862,1781,5.7709,1592,504,243,98,0.3175,16985.78,31.32,54133.01,Australia,Mobile,25-34,Male,Awareness
2025-04-12,Mid-Season Sale,YouTube Ads,20039,640,3.1938,499,105,36,9,0.0449,893.37,659.92,35.38,India,Mobile,25-34,Female,Awareness
2025-04-12,Loyalty Rewards Push,Organic Search,27578,1458,5.2868,1353,454,243,102,0.3699,16925.21,122.56,13709.73,India,Mobile,35-44,Male,Retargeting
2025-04-12,Referral Bonanza,Facebook Ads,22425,931,4.1516,822,203,95,39,0.1739,4403.81,771.46,470.84,United Kingdom,Desktop,25-34,Male,Consideration
2025-04-13,Influencer Collab,Referral,17416,1090,6.2586,1079,477,324,106,0.6086,12780.99,64.0,19870.3,India,Desktop,35-44,Female,Conversion
2025-04-13,Influencer Collab,Google Ads,24775,1444,5.8285,1119,424,224,66,0.2664,8454.76,2249.83,275.8,India,Desktop,55+,Male,Awareness
2025-04-13,Product Launch Q3,Facebook Ads,16451,1024,6.2245,851,247,166,79,0.4802,11826.74,837.12,1312.79,United Kingdom,Mobile,45-54,Male,Awareness
2025-04-14,Customer Win-Back,Google Ads,24479,1213,4.9553,1200,461,213,55,0.2247,5079.48,1504.31,237.66,United Kingdom,Desktop,55+,Male,Conversion
2025-04-14,Referral Bonanza,TikTok Ads,18090,988,5.4616,747,187,85,12,0.0663,1045.16,577.49,80.98,Canada,Desktop,45-54,Female,Awareness
2025-04-14,New Year Kickoff,Instagram Ads,10927,440,4.0267,388,97,55,14,0.1281,2362.79,188.39,1154.2,United States,Mobile,35-44,Female,Awareness
2025-04-14,Referral Bonanza,TikTok Ads,23752,1388,5.8437,947,244,91,29,0.1221,3327.86,428.77,676.14,India,Mobile,25-34,Male,Consideration
2025-04-15,Lead Gen Webinar,YouTube Ads,18077,553,3.0591,426,146,59,6,0.0332,956.48,356.07,168.62,United Kingdom,Desktop,18-24,Male,Awareness
2025-04-15,App Install Campaign,YouTube Ads,16273,618,3.7977,507,61,38,7,0.043,824.12,679.77,21.24,South Africa,Desktop,45-54,Female,Awareness
2025-04-15,Referral Bonanza,Referral,12167,749,6.156,741,476,361,151,1.2411,13064.44,79.43,16347.74,United Kingdom,Tablet,35-44,Female,Conversion
2025-04-15,Product Launch Q1,Email Marketing,19971,1659,8.307,1452,503,310,154,0.7711,31281.14,111.36,27990.1,United States,Desktop,35-44,Other,Conversion
2025-04-15,New Year Kickoff,Referral,18366,1198,6.5229,1074,566,443,323,1.7587,32574.42,22.53,144482.42,Singapore,Mobile,35-44,Female,Loyalty
2025-04-16,Brand Awareness Drive,Affiliate,16292,604,3.7073,516,129,78,18,0.1105,921.57,282.94,225.71,India,Desktop,18-24,Male,Retargeting
2025-04-16,Holiday Gift Guide,YouTube Ads,15349,500,3.2575,430,57,28,12,0.0782,1352.28,490.56,175.66,India,Mobile,35-44,Female,Awareness
2025-04-17,Lead Gen Webinar,Instagram Ads,27049,989,3.6563,824,131,63,15,0.0555,1316.25,771.46,70.62,Australia,Mobile,35-44,Male,Consideration
2025-04-17,Cart Abandonment Recovery,Google Ads,11061,779,7.0428,677,195,118,54,0.4882,12219.49,1198.56,919.51,Australia,Desktop,18-24,Male,Consideration
2025-04-17,Loyalty Rewards Push,TikTok Ads,11451,544,4.7507,415,92,39,12,0.1048,1445.05,281.19,413.91,India,Mobile,55+,Female,Conversion
2025-04-18,Mid-Season Sale,YouTube Ads,29635,772,2.605,662,131,56,10,0.0337,1214.81,779.59,55.83,United States,Desktop,18-24,Male,Consideration
2025-04-19,Referral Bonanza,Email Marketing,13439,1023,7.6122,1012,386,225,111,0.826,7331.06,203.45,3503.37,United States,Desktop,35-44,Male,Conversion
2025-04-19,App Install Campaign,YouTube Ads,23867,754,3.1592,536,101,40,12,0.0503,1543.4,430.11,258.84,Australia,Mobile,18-24,Female,Loyalty
2025-04-19,New Year Kickoff,YouTube Ads,24057,947,3.9365,855,243,120,38,0.158,5344.57,1014.91,426.61,United States,Desktop,25-34,Female,Retargeting
2025-04-19,Brand Awareness Drive,Organic Search,23149,1265,5.4646,1252,478,220,48,0.2074,10055.3,51.03,19604.68,United Kingdom,Mobile,25-34,Male,Consideration
2025-04-19,New Year Kickoff,Organic Search,6094,326,5.3495,315,92,60,26,0.4266,5426.4,109.37,4861.51,United States,Mobile,35-44,Male,Awareness
2025-04-20,App Install Campaign,Google Ads,24981,1318,5.276,1144,453,334,125,0.5004,20504.91,1340.37,1429.79,United States,Desktop,18-24,Male,Conversion
2025-04-20,Flash Weekend Deal,Referral,12129,855,7.0492,797,351,237,150,1.2367,34337.22,101.87,33606.9,Australia,Desktop,18-24,Female,Consideration
2025-04-20,Loyalty Rewards Push,Instagram Ads,30634,974,3.1795,777,74,32,9,0.0294,580.88,849.98,-31.66,Germany,Desktop,35-44,Female,Retargeting
2025-04-20,Referral Bonanza,YouTube Ads,23823,674,2.8292,549,75,40,16,0.0672,2113.71,739.61,185.79,India,Mobile,35-44,Female,Conversion
2025-04-20,Product Launch Q3,Organic Search,13358,674,5.0457,619,188,107,38,0.2845,6166.17,101.36,5983.44,India,Desktop,35-44,Male,Consideration
